usfs_ecoregion_2007_id	parent_usfs_ecoregion_2007_id	d_usfs_ecoregion_level_id	usfs_ecoregion_2007_name	usfs_ecoregion_2007_concat_cd
1269	242	5	Falls River Subsection	M331Ae
1270	242	5	North Absaroka Range Subsection	M331Ag
1271	242	5	Beartooth Mountains Subsection	M331Ah
1272	242	5	Absaroka Sedimentary Mountains Subsection	M331Ai
1273	242	5	South Absaroka Range Subsection	M331Aj
1274	242	5	Absaroka-Gallatin Mountains Subsection	M331Ak
1275	242	5	Central Montana Broad Valleys Subsection	M331Al
1276	242	5	Gallatin Foothills-Spanish Peaks Subsection	M331Am
1277	242	5	Madison Mountains Subsection	M331Ap
1278	242	5	Beartooth Front Subsection	M331Ar
1279	243	5	Bighorn Mountain, Sedimentary Subsection	M331Ba
1280	243	5	Bighorn Mountain, Granitic-Gneiss Subsection	M331Bb
1281	244	5	Red Mountains-Leidy Uplands Subsection	M331Da
1282	244	5	Teton Range Subsection	M331Db
1283	244	5	Jackson Hole Subsection	M331Dc
1284	244	5	Caribou-Snake River Range Subsection	M331Dd
1285	244	5	South Absakoka Volcanic Plateau	M331De
1286	244	5	Wyoming-Salt River-Gros Ventre Ranges Subsection	M331Df
1287	244	5	Cache Valley Subsection	M331Di
1288	244	5	Portneuf Range Subsection	M331Dk
1289	244	5	Southwestern Overthrust Belt Mountains Subsection	M331Dm
1290	244	5	Northern Wasatch Range Subsection	M331Dn
1291	244	5	Bear River Front Range Subsection	M331Do
1292	244	5	Northern Wasatch Mountains Subsection	M331Dq
1293	244	5	Front Wasatch Mountains Subsection	M331Dr
1294	244	5	Bannock-Malad-Pocatello Ranges Subsection	M331Du
1295	244	5	Southern Bear River-Wasatch Ranges Subsection	M331Dv
1296	244	5	Wasatch Valleys and Hills Subsection	M331Dw
1297	244	5	Mt. Timpanogos-Southern Wasatch Front Subsection	M331Dx
1298	244	5	Southern Wasatch Range Subsection	M331Dy
1299	244	5	Strawberry Valley-Current Creek Subsection	M331Dz
1300	245	5	Kamas Uplands Subsection	M331Ea
1301	245	5	Western High Uintas Subsection	M331Eb
1302	245	5	North Slope Uinta Mountains Subsection	M331Ec
1303	245	5	Clay Basin-Corson Peak Uplands Subsection	M331Ed
1304	245	5	Dutch John-Cold Spring Mountain Subsection	M331Ee
1305	245	5	Douglas Mountain Highlands Subsection	M331Eg
1306	245	5	Blue Mountain Highlands Subsection	M331Eh
1307	245	5	Diamond Mountain Highlands Subsection	M331Ei
1308	245	5	Little Mountain Subsection	M331Ej
1309	245	5	Trout Creek Peak Highlands Subsection	M331Ek
1310	245	5	Johnny Star Flat Foothills Subsection	M331El
1311	245	5	West Fork Duchesne River-Soapstone Mountain Subsection	M331Em
1312	246	5	Sangre de Cristo Subsection	M331Fa
1313	246	5	Wet Mountains Subsection	M331Fb
1314	246	5	Wet Mountain Valley Subsection	M331Fc
1315	246	5	Raton Basin Subsection	M331Ff
1316	246	5	Sangre de Cristo Mountains Woodland Subsection	M331Fg
1317	246	5	Sangre de Cristo Mountains Coniferous Forest Subsection	M331Fh
1318	247	5	Gunnison Basin-Black Canyon Subsection	M331Gc
1319	247	5	San Juan Hills Subsection	M331Gd
1320	247	5	Hills and Plateaus Subsection	M331Gf
1321	247	5	Brazos Uplift Subsection	M331Gk
1322	247	5	Jemez and San Pedro Mountains Coniferous Forest Subsection	M331Gm
1323	247	5	San Juan Mountains West Subsection	M331Gn
1324	247	5	San Juan Mountains Central Subsection	M331Gq
1325	247	5	San Juan Mountains South Central Subsection	M331Gs
1326	247	5	San Juan Mountains-Weminuche Wilderness Subsection	M331Gu
1327	247	5	San Juan Mountains-South San Juan Wilderness Subsection	M331Gv
1328	248	5	Elkhead Mountains Subsection	M331Ha
1329	248	5	Williams Fork Mountains and Hills Subsection	M331Hb
1330	248	5	Flat Tops Subsection	M331Hd
1331	248	5	Lower Roaring Fork Valley Subsection	M331Hf
1332	248	5	Grande Hogback Subsection	M331Hg
1333	248	5	Hardscrabble-Red and White Mountains Subsection	M331Hh
1334	248	5	Divide and Plateau Creeks Uplands Subsection	M331Hl
1335	248	5	Grand Mesa Break Subsection	M331Hm
1336	248	5	West Elks Subsection	M331Hn
1337	248	5	Grand Mesa Subsection	M331Hp
1338	249	5	North Front Range Subsection	M331Ib
1339	249	5	North Laramie Mountains Subsection	M331Ic
1340	249	5	South Laramie Mountains Subsection	M331Id
1341	249	5	Mosquito-Gore Range Subsection	M331Ig
1342	249	5	Platte River Subsection	M331Ih
1343	249	5	Northern Arkansas Granitics-39 Mile Mountain Subsection	M331Ii
1344	249	5	South Park Subsection	M331Ij
1345	249	5	Sawatch Range Subsection	M331Ik
1346	249	5	Upper Arkansas Valley Subsection	M331Il
1347	249	5	Pikes Peak-Rampart Range Subsection	M331In
1348	249	5	North Park Subsection	M331Io
1349	249	5	Indian Peaks-Williams Mountains Subsection	M331Ip
1350	249	5	Zirkle Range Subsection	M331Iq
1351	249	5	Rabbit Ears Range Subsection	M331Ir
1352	249	5	Middle Park Subsection	M331Is
1353	249	5	Winter Park Subsection	M331It
1354	249	5	Park-Sierra Madre Ranges Subsection	M331Iu
1355	249	5	Medicine Bow Mountains Subsection	M331Iv
1356	249	5	Elk Mountains Subsection	M331Iw
1357	250	5	Wind River Mountains Subsection	M331Ja
1358	250	5	Wind River Mountains Flatirons Subsection	M331Jb
1359	251	5	Lochsa-Salmon Breaklands Subsection	M332Aa
1360	251	5	Cabin Creek Peak Subsection	M332Aaa
1361	251	5	Central Idaho Glaciated Mountains Subsection	M332Ab
1362	251	5	Stanley Basin-Sawtooth Valley Subsection	M332Abb
1363	251	5	Central Idaho Mountains and Basins Subsection	M332Ac
1364	251	5	South Fork Payette Canyon and Stream Cut Lands Canyon Subsection	M332Ad
1365	251	5	Upper Middle Fork Boise River Subsection	M332Ae
1366	251	5	Boise Basin Lands Subsection	M332Af
1367	251	5	Boise Ridge Subsection	M332Ag
1368	251	5	Middle Fork Payette Canyon and Stream Cut Lands Canyon Subsection	M332Ah
1369	251	5	Bear Valley, Landmark Basin and Uplands Subsection	M332Ai
1370	251	5	Ant Butte-Meadows Valley Subsection	M332Aj
1371	251	5	Long Valley Basin Subsection	M332Ak
1372	251	5	Long Valley Foothills Subsection	M332Al
1373	251	5	Chamberlain Basin Subsection	M332All
1374	251	5	Fitsum Peak Glaciated Lands Subsection	M332Am
1375	251	5	Bruin Mountain Subsection	M332An
1376	251	5	Salmon River Canyon Lands Subsection	M332Ao
1377	251	5	Copper Mountain-Point of Rock Subsection	M332Ap
1378	251	5	Danskin Mountains and Valleys Subsection	M332Aq
1379	251	5	Big Horn Crags Subsection	M332Ar
1380	251	5	Stanley Uplands Subsection	M332As
1381	251	5	Sawtooth Range Subsection	M332At
1382	251	5	Middle and South Forks Boise River Subsection	M332Au
1383	251	5	Weiser River Valley and Uplands Subsection	M332Av
1384	251	5	Soldier Mountain Foothills Subsection	M332Aw
1385	251	5	Upper Salmon River Canyonlands Subsection	M332Ax
1386	251	5	South Fork Boise River Uplands Subsection	M332Ay
1387	251	5	Panther Creek Mountain Subsection	M332Az
1388	252	5	Bitterroot Glaciated Canyons Subsection	M332Ba
1389	252	5	Bitterroot-Frenchtown Valleys Subsection	M332Bb
1390	252	5	South Anaconda-Bitterroot Mountains Subsection	M332Bc
1391	252	5	Anaconda/Flint Creek Mountains Subsection	M332Bd
1392	252	5	Flint Creek-Upper Willow Creek Basins Subsection	M332Be
1393	252	5	Continental Divide Foothills Subsection	M332Bf
1394	252	5	Garnet-Sapphire Mountains Subsection	M332Bg
1395	252	5	Whitefish-Swan Mountains Subsection	M332Bh
1396	252	5	Deerlodge Valley Subsection	M332Bj
1397	252	5	Clark Fork Valley and Mountains Subsection	M332Bl
1398	252	5	Avon-Nevada Valleys Subsection	M332Bp
1399	253	5	Little Belt-Snown-Judith Mountains Subsection	M332Db
1400	253	5	Crazy Mountains Subsection	M332Dc
1401	253	5	Big Belt Foothills Subsection	M332De
1402	253	5	Continental Divide Foothills Subsection	M332Df
1403	253	5	Big Belt Mountains Subsection	M332Dh
1404	253	5	Boulder-Elkhorn Mountains Subsection	M332Dj
1405	253	5	Central Montana Broad Valleys Subsection	M332Dk
1406	253	5	Bridger Mountains and Foothills Subsection	M332Dp
1407	254	5	Northern Lost River Range Mountains Subsection	M332Eb
1408	254	5	Bitterroot Range Subsection	M332Ee
1409	254	5	Anaconda Mountains Subsection	M332Eg
1410	254	5	Northern Lemhi Range Subsection	M332Eh
1411	254	5	Southwest Montana Intermontane Basins and Valleys Subsection	M332Ej
1412	254	5	Southern Lemhi Range Subsection	M332Ek
1413	254	5	Salmon Front Subsection	M332En
1414	254	5	Blacktail Mountains Subsection	M332Ep
1415	254	5	Southern Beaverhead Mountains Subsection	M332Er
1416	254	5	Pahsimeroi-Round-Big Lost-Little Lost River Valleys Subsection	M332Ez
1417	255	5	Pioneer Foothills Subsection	M332Fa
1418	255	5	Smokey Mountains Subsection	M332Fb
1419	255	5	Pioneer Mountains Subsection	M332Fc
1420	255	5	North Fork Lost River-Copper Basin-White Knob Mountains Subsection	M332Fd
1421	255	5	Yankee Fork-East Salmon River Mountains Subsection	M332Fg
1422	255	5	East Fork Salmon River Mountains Subsection	M332Fh
1423	255	5	Monumental Summit Mountains Subsection	M332Fi
1424	256	5	John Day-Clarno Highlands Subsection	M332Gb
1425	256	5	Maritime Influenced Forest Subsection	M332Gc
1426	256	5	Snake River Canyons and Dissected Up Subsection	M332Gd
1427	256	5	Wallowa-Seven Devils Mountains Subsection	M332Ge
1428	256	5	Canyons and Dissected Highlands Subsection	M332Gf
1429	256	5	Continental Highlands Subsection	M332Gh
1430	256	5	Continental Uplands Subsection	M332Gk
1431	256	5	Cold Moist Volcanic Ash Forest Subsection	M332Gl
1432	256	5	Subalpine Mountains Subsection	M332Gm
1433	256	5	Hornet Plateau Subsection	M332Gp
1434	257	5	Inland Maritime Foothills and Valley Subsection	M333Aa
1435	257	5	Selkirk Mountains Subsection	M333Ab
1436	257	5	Northern Idaho Hills and Low Mountain Subsection	M333Ac
1437	257	5	Western Selkirk Maritime Forest Subsection	M333Ad
1438	257	5	Columbia Valley and Foothills Subsection	M333Ae
1439	257	5	Okanogan Highland Dry Forest Subsection	M333Ag
1440	257	5	Okanogan Semiarid Foothills Subsection	M333Ah
1441	257	5	Spokane Valley Outwash Plains Subsection	M333Ai
1442	258	5	Purcell-North Cabinet Mountains Subsection	M333Ba
1443	258	5	Salish Mountains Subsection	M333Bb
1444	258	5	Flathead River Valley Subsection	M333Bc
1445	259	5	Livingston Mountains Subsection	M333Ca
1446	259	5	Canadian Rockies-Whitefish, Swan Mountains Subsection	M333Cb
1447	259	5	Mission-Swan Valley-Flathead River Subsection	M333Cc
1448	259	5	Flathead Thrust Faulted Mountains Subsection	M333Ce
1449	259	5	Northern Rocky Mountain Front Subsection	M333Cf
1450	259	5	Middle Rocky Mountain Front Subsection	M333Cg
1451	259	5	Southern Rocky Mountain Front Subsection	M333Ch
1452	260	5	Coeur d'Alene Mountains Subsection	M333Da
1453	260	5	St. Joe-Bitterroot Mountains Subsection	M333Db
1454	260	5	Clark Fork Valley and Mountains Subsection	M333Dc
1455	260	5	North Idaho Hills and Valleys Subsection	M333Dd
1456	260	5	Clearwater Mountains and Breaks Subsection	M333De
1457	261	5	Black Hills Foothills Subsection	M334Aa
1458	261	5	Black Hills Limestone Plateau-Core Highlands Subsection	M334Ab
1459	262	5	Northern Ruby Mountains Subsection	M341Aa
1460	262	5	Mount Moriah Range Subsection	M341Ac
1461	262	5	Southern Snake Range Subsection	M341Ad
1462	262	5	Schell Creek Range and Deep Creek Ranges Subsection	M341Ae
1463	262	5	East Great Basin Ranges and Mountains Subsection	M341Ag
1464	262	5	East Great Basin Valleys Subsection	M341Ah
1465	262	5	East Great Basin Hills Subsection	M341Ai
1466	262	5	Toquima Range	M341Aj
1467	263	5	Tavaputs Plateau South Uinta Basin Subsection	M341Ba
1468	263	5	Book Cliffs-Paradox Basin Subsection	M341Bb
1469	263	5	Piceance Basin Subsection	M341Bc
1470	263	5	Upper Tavaputs Plateau Subsection	M341Bd
1471	263	5	Semiarid Benchlands and Canyon Lands Subsection	M341Be
1472	263	5	Semi-Arid Hills and Low Mountains Subsection	M341Bf
1473	263	5	Book Cliffs-Roan Cliffs Subsection	M341Bg
1474	264	5	Southern Markagunt-Paunsaugunt Plateaus Subsection	M341Cb
1475	264	5	Northern Markagunt Plateau Subsection	M341Cc
1476	264	5	Upper Sevier River Valley Subsection	M341Cd
1477	264	5	Sevier Plateau Subsection	M341Ce
1478	264	5	John's Valley-Grass Valley Subsection	M341Cf
1479	264	5	Awapa Plateau Subsection	M341Cg
1480	264	5	Aquarius Plateau-Boulder Mountain Subsection	M341Ch
1481	264	5	North Basins and Slopes Subsection	M341Ci
1482	264	5	Kolob Terrace-Cedar Mountain Subsection	M341Cj
1483	264	5	Pavant Range Subsection	M341Ck
1484	264	5	Tushar Mountains Subsection	M341Cl
1485	264	5	Monroe Mountain Subsection	M341Cm
1486	264	5	Fishlake Plateau Subsection	M341Cn
1487	264	5	North Western Woodlands and Shrub Mountains Subsection	M341Cr
1488	264	5	Semi-Arid Foothills Subsection	M341Cs
1489	264	5	Eastern Wasatch Mountain Zone Subsection	M341Ct
1490	265	5	West Great Basin Ranges Subsection	M341Di
1491	265	5	Toquima-Monitor-Antelope Ranges Subsection	M341Dj
1492	265	5	West Great Basin Valleys Subsection	M341Dl
1493	266	5	Northern Karst Plain Subsection	M411Aa
1494	266	5	Interior Plateau Subsection	M411Ab
1495	266	5	Central Mountains Subsection	M411Ac
1496	266	5	Southern Mountain Slopes Subsection	M411Ad
1497	266	5	Southern Karst Plain-Lowlands and Islands Subsection	M411Ae
951	198	5	Canadian River Dune Belt Subsection	332Fd
952	199	5	Escalante Desert Subsection	341Aa
953	199	5	Mineral Mountains Subsection	341Ab
954	199	5	Needle-Wah Wah-Confusion Mountains Subsection	341Ac
955	199	5	Stansbury Range Subsection	341Ap
956	199	5	Canyon Mountain Range Subsection	341Aq
957	199	5	Grassy-Lakeside-Hogup Mountains and Valleys Subsection	341Ar
958	199	5	Great Salt Lake Basin Subsection	341As
959	199	5	Great Salt Lake Desert Subsection	341At
960	199	5	Southern Salt Lake Mountains and Valleys Subsection	341Au
961	199	5	Northern Sevier Desert Mountains and Valleys Subsection	341Av
962	199	5	Sevier Desert Subsection	341Aw
963	199	5	Sevier Lake-Western Utah Mountains and Valleys Subsection	341Ax
964	200	5	Mancos Shale Lowlands-Grand Valley Subsection	341Ba
965	200	5	San Rafael Swell Subsection	341Bb
966	200	5	San Rafael Desert Subsection	341Bc
967	200	5	Salt Anticline Benchlands Subsection	341Bd
968	200	5	Dove Creek-Egnar Plains Subsection	341Be
969	200	5	Capital Reef-Waterpocket Fold Subsection	341Bf
970	200	5	Northeast Flank Subsection	341Bg
971	200	5	Abajo Mountains Subsection	341Bh
972	200	5	Canyon Lands Subsection	341Bj
973	200	5	La Sal Mountains Subsection	341Bk
974	200	5	Henry Mountains Subsection	341Bm
975	200	5	Hatch Point-Dry Valley Subsection	341Bn
976	200	5	North Uncompahgre Plateau Subsection	341Bo
977	200	5	Uncompahgre Plateau Subsection	341Bp
978	200	5	South Uncompahgre Plateau Subsection	341Bq
979	201	5	Uinta Basin Subsection	341Ca
980	202	5	Carson Valley-Truckee Meadows Subsection	341Da
981	202	5	Pine Nut Mountains Subsection	341Db
982	202	5	Antelope-Mason Valleys and Hills Subsection	341Dc
983	202	5	Sweetwater Mountains-Pine Grove Hills Subsection	341Dd
984	202	5	Bodie Hills-Excelsior Mountains Subsection	341De
985	202	5	Mono Valley Subsection	341Df
986	202	5	Crowley Flowlands Subsection	341Dh
987	202	5	Benton-Upper Owens Valley Subsection	341Di
988	202	5	White Mountains Subsection	341Dj
989	202	5	Fort Sage Mountains-Lemmon Valley Subsection	341Dk
990	202	5	Glass Mountain Subsection	341Dl
991	202	5	Virginia Range Subsection	341Dm
992	202	5	Wassuk Range Subsection	341Dn
993	203	5	Northwestern Nevada Basins Subsection	341Ea
994	203	5	Humbolt Ranges Subsection	341Eb
995	203	5	Stillwater-Northwestern Nevada Ranges Subsection	341Ec
996	204	5	Silver Peak Mountains-Fish Lake Valley Subsection	341Fa
997	204	5	Inyo Mountains Subsection	341Fb
998	204	5	Saline Valley-Cottonwood Mountains Subsection	341Fc
999	204	5	Northern Amargosa-Grapevine Mountains Subsection	341Fd
1000	204	5	Cosa-Argus Ranges Subsection	341Fe
1001	204	5	Panamint Range Subsection	341Ff
1002	204	5	Sarcobatus Flat Subsection	341Fg
1003	204	5	South Central Nevada Valleys Subsection	341Fj
1004	204	5	Pine Valley Mountains Subsection	341Fk
1005	204	5	Gabbs Range-Lone Valley Mountains Subsection	341Fl
1006	204	5	Clover Delamar-Bull Valley Mountains Subsection	341Fm
1007	204	5	Red Mountain Subsection	341Fn
1008	205	5	Upper Northeastern Valleys and Foothills Subsection	341Ga
1009	205	5	Jarbridge Mountains and Foothills Subsection	341Gb
1010	205	5	Tuscarora-Independence-Bull Run Mountains Subsection	341Gc
1011	206	5	Owl Creek Mountain Subsection	342Aa
1012	206	5	Northern Rocky Mountain Foothills Subsection	342Ac
1013	206	5	Bighorn Basin Subsection	342Ad
1014	207	5	Pluvial Lake Basins Subsection	342Ba
1015	207	5	High Lava Plains Subsection	342Bb
1016	207	5	Honey Lake Basin-Pyramid Lake Basin Subsection	342Bc
1017	207	5	Cottonwood-Skedaddle Mountains Subsection	342Bd
1018	207	5	Madeline Plain Subsection	342Be
1019	207	5	Tule Peak-Pah Pah Range Subsection	342Bf
1020	207	5	Fox-Selenite-Sahwave-Truckee Ranges Subsection	342Bg
1021	207	5	High Deseret Wetlands Subsection	342Bi
1022	207	5	Steens Mountain-Trout Creek Mountains Subsection	342Bj
1023	207	5	Forested Mountains Subsection	342Bk
1024	207	5	Pueblo River-Upper Quinn River Valleys Subsection	342Bl
1025	208	5	Owyhee Basalt Plain Subsection	342Ca
1026	208	5	Salmon Falls Creek Buttes Subsection	342Cb
1027	208	5	Owyhee Tablelands Subsection	342Cc
1028	208	5	Bruneau Plateau Subsection	342Cd
1029	208	5	Owyhee Mountains Subsection	342Ch
1030	209	5	Southern Idaho Terraces Subsection	342Db
1031	209	5	Lost River Valleys Subsection	342Dc
1032	209	5	Eastern Idaho Plateaus North Subsection	342Dd
1033	209	5	Snake River Plains-Lava Fields Subsection	342De
1034	209	5	Snake River Lava Plains and Buttes Subsection	342Df
1035	209	5	Blackfoot Mountains Subsection	342Dg
1036	209	5	Craters of the Moon Subsection	342Dh
1037	209	5	Mountain Home Uplands Subsection	342Di
1038	209	5	Treasure Valley Subsection	342Dk
1039	209	5	Alkaline Foothills Subsection	342Dl
1040	210	5	West Bear River Divide Subsection	342Ea
1041	210	5	East Bear River Divide Subsection	342Eb
1042	210	5	Overthrust Belt Channeled Hills Subsection	342Ec
1043	211	5	Western Wind River Basin Subsection	342Fa
1044	211	5	Eastern Wind River Basin Subsection	342Fb
1045	211	5	Granite Mountains Subsection	342Fc
1046	211	5	Saratoga Basin Subsection	342Fd
1047	211	5	Laramie Basin Subsection	342Ff
1048	211	5	Hanna Basin-Rawlins Uplift Subsection	342Fg
1049	211	5	Shirley Basin Subsection	342Fi
1050	211	5	Bates Hole Subsection	342Fj
1051	211	5	Sage Creek Basin-Severson Flats Subsection	342Fk
1052	211	5	Rattle Snake Hills Subsection	342Fl
1053	212	5	Green River Basin Subsection	342Ga
1054	212	5	Great Divide Basin Subsection	342Gb
1055	212	5	Rock Springs Uplift Subsection	342Gc
1056	212	5	Washakie Basin Subsection	342Gd
1057	212	5	Upper Green River Basin Subsection	342Ge
1058	212	5	Muddy Creek-Little Snake River Valleys Subsection	342Gf
1059	212	5	Axial Basin High Subsection	342Gg
1060	212	5	Flaming Gorge Canyon Lands Subsection	342Gj
1061	213	5	John Day-Clarno Uplands Subsection	342Ha
1062	213	5	Deschutes River Valley Subsection	342Hb
1063	213	5	John Day River Valleys Subsection	342Hc
1064	213	5	Semi-Arid Foothills Subsection	342Hd
1065	213	5	Powder-Burnt River Valleys Subsection	342He
1066	214	5	Missoula Flood Channeled Scablands Subsection	342Ia
1067	214	5	Missoula Flood Loess Islands Subsection	342Ib
1068	214	5	Umatilla Plateau Subsection	342Ic
1069	214	5	Okanogan Drift Hills Subsection	342Id
1070	214	5	Missoula Flood Slackwater Basins Subsection	342Ie
1071	214	5	Yakima Folds Subsection	342Ig
1072	214	5	Okanogan Valley Subsection	342Im
1073	215	5	South Central Idaho Ranges Subsection	342Ja
1074	215	5	Curlew-Bear River-Blue Creek Valleys Subsection	342Jb
1075	216	5	Everglades Subsection	411Ab
1076	216	5	Southern Slope Subsection	411Ac
1077	216	5	Atlantic Coastal Ridge Subsection	411Ad
1078	216	5	Coastal Lowlands-Tidal Marshes and Bays Subsection	411Ae
1079	216	5	Big Cypress Spur Subsection	411Af
1080	217	5	International Boundary Plateau Subsection	M211Aa
1081	217	5	St. John Upland Subsection	M211Ab
1082	217	5	Maine Central Mountains Subsection	M211Ac
1083	217	5	White Mountains Subsection	M211Ad
1084	217	5	Mahoosic Rangely Lakes Subsection	M211Ae
1085	217	5	Connecticut Lakes Subsection	M211Af
1086	217	5	Western Maine Foothills Subsection	M211Ag
1087	218	5	Northern Piedmont Subsection	M211Ba
1088	218	5	Southern Piedmont Subsection	M211Bb
1089	218	5	Sunapee Uplands Subsection	M211Bc
1090	218	5	Hillsboro Inland Hills and Plains Subsection	M211Bd
1091	219	5	Northern Green Mountain Subsection	M211Ca
1092	219	5	Taconic Mountains Subsection	M211Cb
1093	219	5	Berkshire-Vermont Upland Subsection	M211Cc
1094	219	5	Southern Green Mountain Subsection	M211Cd
1095	220	5	Adirondack Hills and Flats Subsection	M211Da
1096	220	5	Western Adirondack Foothills Subsection	M211Db
1097	220	5	Adirondack Highlands and Lakes Subsection	M211Dc
1098	220	5	Central Adirondack Mountains Subsection	M211Dd
1099	220	5	Eastern Adirondack Low Maintains Subsection	M211De
1100	220	5	Adirondack Peaks Subsection	M211Df
1101	221	5	Ridge and Valley Subsection	M221Aa
1102	221	5	Great Valley of Virginia Subsection	M221Ab
1103	221	5	Northern Ridge and Valley Subsection	M221Ac
1104	221	5	Northern Great Valley Subsection	M221Ad
1105	222	5	Northern High Allegheny Mountain Subsection	M221Ba
1106	222	5	Western Allegheny Mountains Subsection	M221Bb
1107	222	5	Southern High Allegheny Mountains Subsection	M221Bc
1108	222	5	Eastern Allegheny Mountain and Valley Subsection	M221Bd
1109	222	5	Western Allegheny Mountain and Valley Subsection	M221Be
1110	222	5	Allegheny Mountain Plateau Subsection	M221Bf
1111	223	5	Western Coal Fields Subsection	M221Ca
1112	223	5	Eastern Coal Fields Subsection	M221Cb
1113	223	5	Black Mountains Subsection	M221Cc
1114	223	5	Southern Cumberland Mountains Subsection	M221Cd
1115	223	5	Pine and Cumberland Mountain Subsection	M221Ce
1116	224	5	Northern Blue Ridge Mountains Subsection	M221Da
1117	224	5	Central Blue Ridge Mountains Subsection	M221Db
1118	224	5	Southern Blue Ridge Mountains Subsection	M221Dc
1119	224	5	Metasedimentary Mountains Subsection	M221Dd
1120	225	5	Boston Mountains Subsection	M223Aa
1121	225	5	Boston Hills Subsection	M223Ab
1122	226	5	Fourche Mountains Subsection	M231Aa
1123	226	5	West Central Ouachita Mountains Subsection	M231Ab
1124	226	5	East Central Ouachita Mountains Subsection	M231Ac
1125	226	5	Athens Piedmont Plateau Subsection	M231Ad
1126	227	5	Coastal Lowlands and Uplands Subsection	M242Aa
1127	227	5	Low Olympics Subsection	M242Ac
1128	227	5	Volcanics Subsection	M242Ad
1129	227	5	Outwash Subsection	M242Ae
1130	227	5	Willapa Hills Subsection	M242Af
1131	227	5	Mid-Coastal Sedimentary Subsection	M242Ag
1132	227	5	Southern Coastal Mountains Subsection	M242Ah
1133	227	5	High Olympics Subsection	M242Ai
1134	228	5	West Cascade Slope Forest Subsection	M242Ba
1135	228	5	Western Cascades Highland Forest Subsection	M242Bb
1136	228	5	Cascade Crest Forest and Volcanic Peaks Subsection	M242Bc
1137	228	5	Southern Oregon Cascade Highlands Subsection	M242Be
1138	228	5	Southern Oregon Cascades Subsection	M242Bg
1139	229	5	Yakima Plateau and Slopes Subsection	M242Ca
1140	229	5	Grand Fir Foothills Subsection	M242Cb
1141	229	5	Pine-Oak Foothills Subsection	M242Cc
1142	229	5	Ponderosa Pine-Bitterbrush Woodland Subsection	M242Cd
1143	229	5	Pumice Plateau Forest Subsection	M242Ce
1144	229	5	Cold Wet Pumice Plateau Basins Subsection	M242Cf
1145	230	5	North Cascades Lowland Forests Subsection	M242Da
1146	230	5	North Cascades Highland Forests Subsection	M242Db
1147	230	5	Pasayten-Sawtooth Highlands Subsection	M242Dd
1148	230	5	Okanogan Pine-Fir Hills Subsection	M242De
1149	230	5	Chelan Tephra Hills Subsection	M242Df
1150	230	5	Wenatchee-Chelan Highlands Subsection	M242Dg
1151	230	5	Chiwaukum Hills and Lowlands Subsection	M242Dh
1152	231	5	Siskiyou Serpentine Subsection	M261Aa
1153	231	5	Gasquet Mountain Ultramafics Subsection	M261Ab
1154	231	5	Oregon Mountain Subsection	M261Ac
1155	231	5	Siskiyou Mountains Subsection	M261Ad
1156	231	5	Klamath River Ridges Subsection	M261Ae
1157	231	5	Lower Salmon Mountains Subsection	M261Af
1158	231	5	Upper Salmon Mountains Subsection	M261Ag
1159	231	5	Scott Valley Subsection	M261Ah
1160	231	5	Eastern Klamath Mountains Subsection	M261Ai
1161	231	5	Upper Scott Mountains Subsection	M261Aj
1162	231	5	Inland Siskiyous Subsection	M261Ao
1163	231	5	Forks of Salmon Subsection	M261Ap
1164	231	5	North Trinity Mountain Subsection	M261Aq
1165	231	5	Trinity Mountain-Hayfork Subsection	M261Ar
1166	231	5	Rattlesnake Creek Subsection	M261Au
1167	231	5	Rogue-Illinois Valleys and Foothills Subsection	M261Av
1168	231	5	Umpqua Interior Foothills Subsection	M261Ax
1169	231	5	Coastal Siskiyous Subsection	M261Ay
1170	232	5	Eastern Franciscan Subsection	M261Ba
1171	232	5	Central Franciscan Subsection	M261Bb
1172	232	5	Clear Lake Hills and Valleys Subsection	M261Bd
1173	232	5	Ultrabasic Complex Subsection	M261Bf
1174	233	5	Western Foothills Subsection	M261Ca
1175	233	5	Tehama Terraces Subsection	M261Cb
1176	233	5	Dunnigan Hills Subsection	M261Cc
1177	234	5	Old Cascades Subsection	M261Da
1178	234	5	Shasta Valley Subsection	M261Db
1179	234	5	Blacks Mountain-Susanville Peak Subsection	M261Dd
1180	234	5	High Cascade Subsection	M261Df
1181	234	5	Medicine Lake Lava Flows Subsection	M261Dh
1182	234	5	Medicine Lake Highlands Subsection	M261Di
1183	234	5	Hat Creek Rim Subsection	M261Dj
1184	234	5	Shingletown-Paradise Subsection	M261Dl
1499	28	3	Hawaiian Islands Province	M423
1500	147	5	Chariton River Hills Subsection	251Cl
1501	147	5	Wyaconda River Dissected Till Plains Subsection	251Cm
1502	159	5	Northern Channel Islands Subsection	261Bc
1503	159	5	Southern Channel Islands Subsection	261Bh
1504	163	5	San Agustin Plains Grassland Subsection	313Bs
1505	204	5	South Central Nevada Ranges Subsection	341Fo
1506	209	5	Mt. Bennett Hills-Camas Prairie Subsection	342Dm
1507	242	5	Island Park Subsection	M331As
1508	242	5	Pinyon Peak-Two Ocean Plateau Subsection	M331At
1509	254	5	East Pioneer Mountains Subsection	M332Ebb
1510	254	5	West Pioneer Mountains Subsection	M332Eee
1511	254	5	Lemhi and Birch Creek Valleys Subsection	M332Egg
1512	254	5	East Bitterroot Range-Big Hole Divide Subsection	M332Ehh
